window,alpha,folds,mse
2,0.22150397593996615,64,4.110960549710592
2,0.22150397593996615,64,4.110960549710592
2,0.22150397593996615,64,4.110960549710592
2,1.192079503664454,64,4.110963916844803
2,1.192079503664454,64,4.110963916844803
2,1.192079503664454,64,4.110963916844803
2,0.20761994722121382,64,4.110964724209374
2,0.20761994722121382,64,4.110964724209374
2,0.20761994722121382,64,4.110964724209374
2,0.20761994722121382,64,4.110964724209374
2,0.20761994722121382,64,4.110964724209374
2,0.19460617942055622,64,4.110968951140615
2,0.19460617942055622,64,4.110968951140615
2,0.19460617942055622,64,4.110968951140615
2,0.19460617942055622,64,4.110968951140615
2,1.2717966324154717,64,4.110971799173446
2,1.2717966324154717,64,4.110971799173446
2,1.2717966324154717,64,4.110971799173446
2,1.2717966324154717,64,4.110971799173446
2,1.2717966324154717,64,4.110971799173446
2,1.2717966324154717,64,4.110971799173446
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.1824081239569649,64,4.1109732088205435
2,0.17097465139375173,64,4.1109774771574585
2,0.17097465139375173,64,4.1109774771574585
2,0.17097465139375173,64,4.1109774771574585
2,0.17097465139375173,64,4.1109774771574585
2,1.356844630958961,64,4.1109804066807385
2,1.356844630958961,64,4.1109804066807385
2,1.356844630958961,64,4.1109804066807385
2,1.356844630958961,64,4.1109804066807385
2,0.1602578371241384,64,4.110981737668297
2,0.1602578371241384,64,4.110981737668297
2,0.1602578371241384,64,4.110981737668297
2,0.1602578371241384,64,4.110981737668297
2,0.1602578371241384,64,4.110981737668297
2,0.1602578371241384,64,4.110981737668297
2,0.1602578371241384,64,4.110981737668297
2,0.1502127604902106,64,4.110985973478899
2,0.1502127604902106,64,4.110985973478899
2,0.1502127604902106,64,4.110985973478899
2,0.1502127604902106,64,4.110985973478899
2,1.447579986955596,64,4.110989734200464
2,1.447579986955596,64,4.110989734200464
2,1.447579986955596,64,4.110989734200464
2,1.447579986955596,64,4.110989734200464
2,1.447579986955596,64,4.110989734200464
2,1.447579986955596,64,4.110989734200464
2,0.14079731649323968,64,4.110990169309116
2,0.14079731649323968,64,4.110990169309116
2,0.14079731649323968,64,4.110990169309116
2,0.13197203930613743,64,4.110994311444141
2,0.13197203930613743,64,4.110994311444141
2,0.13197203930613743,64,4.110994311444141
2,0.13197203930613743,64,4.110994311444141
2,0.1236999368482776,64,4.110998387693526
2,0.1236999368482776,64,4.110998387693526
2,0.1236999368482776,64,4.110998387693526
2,0.1236999368482776,64,4.110998387693526
2,0.1236999368482776,64,4.110998387693526
2,1.5443830272249786,64,4.110999772559863
2,1.5443830272249786,64,4.110999772559863
2,1.5443830272249786,64,4.110999772559863
2,1.5443830272249786,64,4.110999772559863
2,0.11594633572928544,64,4.111002387339481
2,0.11594633572928544,64,4.111002387339481
2,0.11594633572928544,64,4.111002387339481
2,0.11594633572928544,64,4.111002387339481
2,0.10867873591186367,64,4.111006301076047
2,0.10867873591186367,64,4.111006301076047
2,0.10867873591186367,64,4.111006301076047
2,0.10867873591186367,64,4.111006301076047
2,1.6476595119256485,64,4.111010508529267
2,1.6476595119256485,64,4.111010508529267
2,1.6476595119256485,64,4.111010508529267
2,1.6476595119256485,64,4.111010508529267
2,1.6476595119256485,64,4.111010508529267
2,0.09548159797274021,64,4.111013840240183
2,0.09548159797274021,64,4.111013840240183
2,0.09548159797274021,64,4.111013840240183
2,0.09548159797274021,64,4.111013840240183
2,0.09548159797274021,64,4.111013840240183
2,0.09548159797274021,64,4.111013840240183
2,0.09548159797274021,64,4.111013840240183
2,0.0894967426547247,64,4.111017453471463
2,0.0894967426547247,64,4.111017453471463
2,0.0894967426547247,64,4.111017453471463
2,0.0894967426547247,64,4.111017453471463
2,0.08388702237778593,64,4.111020956240287
2,1.7578423353415833,64,4.111021924811191
2,1.7578423353415833,64,4.111021924811191
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07862892340741143,64,4.111024345177608
2,0.07370040586690031,64,4.111027617855685
2,0.07370040586690031,64,4.111027617855685
2,0.07370040586690031,64,4.111027617855685
2,0.06908081135489438,64,4.111030772704779
2,0.06908081135489438,64,4.111030772704779
2,0.06908081135489438,64,4.111030772704779
2,0.06908081135489438,64,4.111030772704779
2,0.06908081135489438,64,4.111030772704779
2,0.06908081135489438,64,4.111030772704779
2,0.06908081135489438,64,4.111030772704779
2,0.06475077635350907,64,4.111033808931331
2,0.06475077635350907,64,4.111033808931331
