run_timestamp_utc,git_commit,dataset_rows,fold_mode,quant_lightgbm_point_estimate,quant_lightgbm_ci_low,quant_lightgbm_ci_high,quant_lightgbm_credible,quant_xgboost_point_estimate,quant_xgboost_ci_low,quant_xgboost_ci_high,quant_xgboost_credible,quant_manager_points,ml_manager_points,ml_beats_quant
2026-08-29T08:11:14.736595+00:00,45514aecb8cd4652d69198921f5813288d1e77c9,52950,gameweek,0.5147331359788208,0.49940477836645614,0.5270133933792135,True,0.508989397725965,0.4924998947693738,0.5222670876211251,True,3763.0,4265.0,True
